ArtistId,ArtistName,AlbumId,TitleAlbum,TrackId,TrackName,TrackUnitPrice,TrackBytes,GenreId,GenreName
58,Deep Purple,64,Slaves And Masters,801,Truth Hurts,0.99,10224612,1,Rock
58,Deep Purple,64,Slaves And Masters,802,Breakfast In Bed,0.99,10323804,1,Rock
58,Deep Purple,64,Slaves And Masters,803,Love Conquers All,0.99,7328516,1,Rock
58,Deep Purple,64,Slaves And Masters,804,Fortuneteller,0.99,11369671,1,Rock
58,Deep Purple,64,Slaves And Masters,805,Too Much Is Not Enough,0.99,8382800,1,Rock
58,Deep Purple,64,Slaves And Masters,806,Wicked Ways,0.99,12826582,1,Rock
58,Deep Purple,65,Stormbringer,807,Stormbringer,0.99,8044864,1,Rock
58,Deep Purple,65,Stormbringer,808,Love Don't Mean a Thing,0.99,8675026,1,Rock
58,Deep Purple,65,Stormbringer,809,Holy Man,0.99,8818093,1,Rock
58,Deep Purple,65,Stormbringer,810,Hold On,0.99,10022428,1,Rock
58,Deep Purple,65,Stormbringer,811,Lady Double Dealer,0.99,6554330,1,Rock
58,Deep Purple,65,Stormbringer,812,You Can't Do it Right (With the One You Love),0.99,6709579,1,Rock
58,Deep Purple,65,Stormbringer,813,High Ball Shooter,0.99,8772471,1,Rock
58,Deep Purple,65,Stormbringer,814,The Gypsy,0.99,7946614,1,Rock
58,Deep Purple,65,Stormbringer,815,Soldier Of Fortune,0.99,6315321,1,Rock
58,Deep Purple,66,The Battle Rages On,816,The Battle Rages On,0.99,11626228,1,Rock
58,Deep Purple,66,The Battle Rages On,817,Lick It Up,0.99,7792604,1,Rock
58,Deep Purple,66,The Battle Rages On,818,Anya,0.99,12754921,1,Rock
58,Deep Purple,66,The Battle Rages On,819,Talk About Love,0.99,8072171,1,Rock
58,Deep Purple,66,The Battle Rages On,820,Time To Kill,0.99,11354742,1,Rock
58,Deep Purple,66,The Battle Rages On,821,Ramshackle Man,0.99,10874679,1,Rock
58,Deep Purple,66,The Battle Rages On,822,A Twist In The Tail,0.99,8413103,1,Rock
58,Deep Purple,66,The Battle Rages On,823,Nasty Piece Of Work,0.99,9076997,1,Rock
58,Deep Purple,66,The Battle Rages On,824,Solitaire,0.99,9157021,1,Rock
58,Deep Purple,66,The Battle Rages On,825,One Man's Meat,0.99,9068960,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,826,Pour Some Sugar On Me,0.99,9518842,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,827,Photograph,0.99,8108507,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,828,Love Bites,0.99,11305791,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,829,Let's Get Rocked,0.99,9724150,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,830,Two Steps Behind [Acoustic Version],0.99,8523388,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,831,Animal,0.99,7985133,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,832,Heaven Is,0.99,6988128,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,833,Rocket,0.99,8092463,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,834,When Love & Hate Collide,0.99,8364633,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,835,Action,0.99,7130830,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,836,Make Love Like A Man,0.99,8309725,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,837,Armageddon It,0.99,10522352,1,Rock
78,Def Leppard,67,Vault: Def Leppard's Greatest Hits,838,Have You Ever Needed Someone So Bad,0.99,10400020,1,Rock
